Entry,Source MAC,Destination MAC,L2 Type,IP Version,IHL,TOS,Length,Identifier,Flags,Fragment,TTL,Protocol,Checksum,L3 Options,Source IP,Destination IP,Transport,Source Port,Destination Port,Sequence,Acknowledgement,Offset,Reserved,Flags,Window,Transport Checksum,Urgent Pointer,L4 Options,
14049,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,174,36965,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659712273,3797762870,5,0,PA,8195,Not Applicable,6118,0,[]
14050,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19837,A,0,63,6,55053,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659704028,5,0,A,10033,Not Applicable,53338,0,[]
14051,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19838,A,0,63,6,55052,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659705488,5,0,A,10026,Not Applicable,51885,0,[]
14052,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19839,A,0,63,6,55051,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659706948,5,0,A,10033,Not Applicable,50418,0,[]
14053,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19840,A,0,63,6,55050,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659708408,5,0,A,10033,Not Applicable,48958,0,[]
14054,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19841,A,0,63,6,55049,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659709868,5,0,A,10033,Not Applicable,47498,0,[]
14055,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19842,A,0,63,6,55048,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659711328,5,0,A,10026,Not Applicable,46045,0,[]
14056,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19843,A,0,63,6,55047,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659712273,5,0,A,10033,Not Applicable,45093,0,[]
14057,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19844,A,0,63,6,55046,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659712407,5,0,A,10033,Not Applicable,44959,0,[]
14058,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19844,A,0,63,6,55046,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659712407,5,0,A,10033,Not Applicable,44959,0,[]
14059,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,188,36966,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659712407,3797762870,5,0,PA,8195,Not Applicable,6132,0,[]
14060,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19845,A,0,63,6,55045,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659712555,5,0,A,10033,Not Applicable,44811,0,[]
14061,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,215,36967,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659712555,3797762870,5,0,PA,8195,Not Applicable,6159,0,[]
14062,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19846,A,0,63,6,55044,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659712730,5,0,A,10033,Not Applicable,44636,0,[]
14063,e0:63:da:26:7c:90,01:80:c2:00:00:0e,35020,4,5,0,40,19846,A,0,63,6,55044,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659712730,5,0,A,10033,Not Applicable,44636,0,[]
14064,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,75,36968,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659712730,3797762870,5,0,PA,8195,Not Applicable,6019,0,[]
14065,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19847,A,0,63,6,55043,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659712765,5,0,A,10033,Not Applicable,44601,0,[]
14066,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,421,36969,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659712765,3797762870,5,0,PA,8195,Not Applicable,6365,0,[]
14067,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19848,A,0,63,6,55042,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659713146,5,0,A,10033,Not Applicable,44220,0,[]
14068,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,75,36970,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659713146,3797762870,5,0,PA,8195,Not Applicable,6019,0,[]
14069,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,0,36971,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659713181,3797762870,5,0,PA,8195,Not Applicable,5964,0,[]
14070,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19849,A,0,63,6,55041,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659713181,5,0,A,10033,Not Applicable,44185,0,[]
14071,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19850,A,0,63,6,55040,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659714641,5,0,A,10033,Not Applicable,42725,0,[]
14072,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19851,A,0,63,6,55039,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659714665,5,0,A,10033,Not Applicable,42701,0,[]
14073,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,542,36973,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659714665,3797762870,5,0,PA,8195,Not Applicable,6486,0,[]
14074,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19852,A,0,63,6,55038,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659715167,5,0,A,10033,Not Applicable,42199,0,[]
14075,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,56,36974,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659715167,3797762870,5,0,PA,8195,Not Applicable,6000,0,[]
14076,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19853,A,0,63,6,55037,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659715183,5,0,A,10033,Not Applicable,42183,0,[]
14077,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,158,36975,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659715183,3797762870,5,0,PA,8195,Not Applicable,6102,0,[]
14078,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19854,A,0,63,6,55036,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659715301,5,0,A,10033,Not Applicable,42065,0,[]
14079,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2054,4,5,0,40,19854,A,0,63,6,55036,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659715301,5,0,A,10033,Not Applicable,42065,0,[]
14080,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2054,4,5,0,40,19854,A,0,63,6,55036,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659715301,5,0,A,10033,Not Applicable,42065,0,[]
14081,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2054,4,5,0,40,19854,A,0,63,6,55036,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659715301,5,0,A,10033,Not Applicable,42065,0,[]
14082,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,592,57681,PA,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332705997,171174331,5,0,PA,1022,Not Applicable,48615,0,[]
14083,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,389,13718,PA,0,235,6,40247,[],52.44.123.101,10.10.2.10,TCP,443,57855,171174331,332706549,5,0,PA,1291,Not Applicable,25104,0,[]
14084,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,57682,A,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332706549,171174680,5,0,A,1021,Not Applicable,48063,0,[]
14085,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,56,36976,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659715301,3797762870,5,0,PA,8195,Not Applicable,6000,0,[]
14086,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19855,A,0,63,6,55035,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659715317,5,0,A,10033,Not Applicable,42049,0,[]
14087,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,158,36977,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659715317,3797762870,5,0,PA,8195,Not Applicable,6102,0,[]
14088,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19856,A,0,63,6,55034,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659715435,5,0,A,10033,Not Applicable,41931,0,[]
14089,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19856,A,0,63,6,55034,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659715435,5,0,A,10033,Not Applicable,41931,0,[]
14090,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19856,A,0,63,6,55034,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659715435,5,0,A,10033,Not Applicable,41931,0,[]
14091,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19856,A,0,63,6,55034,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659715435,5,0,A,10033,Not Applicable,41931,0,[]
14092,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19856,A,0,63,6,55034,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659715435,5,0,A,10033,Not Applicable,41931,0,[]
14093,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,75,36978,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659715435,3797762870,5,0,PA,8195,Not Applicable,6019,0,[]
14094,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,0,36979,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659715470,3797762870,5,0,PA,8195,Not Applicable,5964,0,[]
14095,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19857,A,0,63,6,55033,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659715470,5,0,A,10033,Not Applicable,41896,0,[]
14096,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,165,36981,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659716948,3797762870,5,0,PA,8195,Not Applicable,6109,0,[]
14097,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19858,A,0,63,6,55032,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659716930,5,0,A,10033,Not Applicable,40436,0,[]
14098,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19859,A,0,63,6,55031,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659716948,5,0,A,10033,Not Applicable,40418,0,[]
14099,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19860,A,0,63,6,55030,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659717073,5,0,A,10033,Not Applicable,40293,0,[]
14100,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,422,36982,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659717073,3797762870,5,0,PA,8195,Not Applicable,6366,0,[]
14101,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19861,A,0,63,6,55029,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659717455,5,0,A,10033,Not Applicable,39911,0,[]
14102,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19861,A,0,63,6,55029,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659717455,5,0,A,10033,Not Applicable,39911,0,[]
14103,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19861,A,0,63,6,55029,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659717455,5,0,A,10033,Not Applicable,39911,0,[]
14104,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19861,A,0,63,6,55029,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659717455,5,0,A,10033,Not Applicable,39911,0,[]
14105,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19861,A,0,63,6,55029,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659717455,5,0,A,10033,Not Applicable,39911,0,[]
14106,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19861,A,0,63,6,55029,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659717455,5,0,A,10033,Not Applicable,39911,0,[]
14107,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,75,36983,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659717455,3797762870,5,0,PA,8195,Not Applicable,6019,0,[]
14108,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,1500,36984,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659717490,3797762870,5,0,PA,8195,Not Applicable,7444,0,[]
14109,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19862,A,0,63,6,55028,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659717490,5,0,A,10033,Not Applicable,39876,0,[]
14110,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19863,A,0,63,6,55027,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659718950,5,0,A,10033,Not Applicable,38416,0,[]
14111,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,566,36985,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659718950,3797762870,5,0,PA,8195,Not Applicable,6510,0,[]
14112,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19864,A,0,63,6,55026,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659719476,5,0,A,10033,Not Applicable,37890,0,[]
14113,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19864,A,0,63,6,55026,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659719476,5,0,A,10033,Not Applicable,37890,0,[]
14114,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,592,57683,PA,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332706549,171174680,5,0,PA,1021,Not Applicable,48615,0,[]
14115,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,389,13719,PA,0,235,6,40246,[],52.44.123.101,10.10.2.10,TCP,443,57855,171174680,332707101,5,0,PA,1291,Not Applicable,42495,0,[]
14116,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,57684,A,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332707101,171175029,5,0,A,1026,Not Applicable,48063,0,[]
14117,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,57684,A,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332707101,171175029,5,0,A,1026,Not Applicable,48063,0,[]
14118,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,57684,A,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332707101,171175029,5,0,A,1026,Not Applicable,48063,0,[]
14119,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2054,4,5,0,40,57684,A,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332707101,171175029,5,0,A,1026,Not Applicable,48063,0,[]
14120,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2054,4,5,0,40,57684,A,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332707101,171175029,5,0,A,1026,Not Applicable,48063,0,[]
14121,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,84,54322,PA,0,128,6,0,[],10.10.2.10,52.242.211.89,TCP,53778,443,2120237097,3031883896,5,0,PA,1029,Not Applicable,5286,0,[]
14122,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,215,37245,PA,0,109,6,26436,[],52.242.211.89,10.10.2.10,TCP,443,53778,3031883896,2120237141,5,0,PA,7048,Not Applicable,33702,0,[]
14123,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,54323,A,0,128,6,0,[],10.10.2.10,52.242.211.89,TCP,53778,443,2120237141,3031884071,5,0,A,1028,Not Applicable,5242,0,[]
14124,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,54323,A,0,128,6,0,[],10.10.2.10,52.242.211.89,TCP,53778,443,2120237141,3031884071,5,0,A,1028,Not Applicable,5242,0,[]
14125,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,75,36986,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659719476,3797762870,5,0,PA,8195,Not Applicable,6019,0,[]
14126,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,0,36987,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659719511,3797762870,5,0,PA,8195,Not Applicable,5964,0,[]
14127,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19865,A,0,63,6,55025,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659719511,5,0,A,10033,Not Applicable,37855,0,[]
14128,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19866,A,0,63,6,55024,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659720971,5,0,A,10031,Not Applicable,36397,0,[]
14129,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19867,A,0,63,6,55023,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659722431,5,0,A,10033,Not Applicable,34935,0,[]
14130,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19868,A,0,63,6,55022,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659723891,5,0,A,10033,Not Applicable,33475,0,[]
14131,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19869,A,0,63,6,55021,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659725351,5,0,A,10033,Not Applicable,32015,0,[]
14132,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19870,A,0,63,6,55020,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659726811,5,0,A,10033,Not Applicable,30555,0,[]
14133,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19871,A,0,63,6,55019,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659728271,5,0,A,10026,Not Applicable,29102,0,[]
14134,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19872,A,0,63,6,55018,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659729731,5,0,A,10033,Not Applicable,27635,0,[]
14135,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19873,A,0,63,6,55017,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659731191,5,0,A,10033,Not Applicable,26175,0,[]
14136,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19874,A,0,63,6,55016,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659732651,5,0,A,10033,Not Applicable,24715,0,[]
14137,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,174,36998,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659735056,3797762870,5,0,PA,8195,Not Applicable,6118,0,[]
14138,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19875,A,0,63,6,55015,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659734111,5,0,A,10026,Not Applicable,23262,0,[]
14139,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19876,A,0,63,6,55014,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659735056,5,0,A,10033,Not Applicable,22310,0,[]
14140,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19877,A,0,63,6,55013,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659735190,5,0,A,10033,Not Applicable,22176,0,[]
14141,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19877,A,0,63,6,55013,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659735190,5,0,A,10033,Not Applicable,22176,0,[]
14142,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,188,36999,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659735190,3797762870,5,0,PA,8195,Not Applicable,6132,0,[]
14143,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19878,A,0,63,6,55012,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659735338,5,0,A,10033,Not Applicable,22028,0,[]
14144,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,215,37000,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659735338,3797762870,5,0,PA,8195,Not Applicable,6159,0,[]
14145,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19879,A,0,63,6,55011,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659735513,5,0,A,10033,Not Applicable,21853,0,[]
14146,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,75,37001,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659735513,3797762870,5,0,PA,8195,Not Applicable,6019,0,[]
14147,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19880,A,0,63,6,55010,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659735548,5,0,A,10033,Not Applicable,21818,0,[]
14148,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,421,37002,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659735548,3797762870,5,0,PA,8195,Not Applicable,6365,0,[]
14149,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19881,A,0,63,6,55009,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659735929,5,0,A,10033,Not Applicable,21437,0,[]
14150,e0:63:da:26:7c:90,01:80:c2:00:00:0e,35020,4,5,0,40,19881,A,0,63,6,55009,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659735929,5,0,A,10033,Not Applicable,21437,0,[]
14151,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,75,37003,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659735929,3797762870,5,0,PA,8195,Not Applicable,6019,0,[]
14152,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,0,37004,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659735964,3797762870,5,0,PA,8195,Not Applicable,5964,0,[]
14153,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19882,A,0,63,6,55008,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659735964,5,0,A,10033,Not Applicable,21402,0,[]
14154,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,542,37006,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659737449,3797762870,5,0,PA,8195,Not Applicable,6486,0,[]
14155,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19883,A,0,63,6,55007,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659737424,5,0,A,10033,Not Applicable,19942,0,[]
14156,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19884,A,0,63,6,55006,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659737449,5,0,A,10033,Not Applicable,19917,0,[]
14157,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19885,A,0,63,6,55005,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659737951,5,0,A,10033,Not Applicable,19415,0,[]
14158,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19885,A,0,63,6,55005,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659737951,5,0,A,10033,Not Applicable,19415,0,[]
14159,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,56,37007,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659737951,3797762870,5,0,PA,8195,Not Applicable,6000,0,[]
14160,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19886,A,0,63,6,55004,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659737967,5,0,A,10033,Not Applicable,19399,0,[]
14161,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,158,37008,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659737967,3797762870,5,0,PA,8195,Not Applicable,6102,0,[]
14162,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19887,A,0,63,6,55003,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659738085,5,0,A,10033,Not Applicable,19281,0,[]
14163,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,56,37009,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659738085,3797762870,5,0,PA,8195,Not Applicable,6000,0,[]
14164,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19888,A,0,63,6,55002,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659738101,5,0,A,10033,Not Applicable,19265,0,[]
