Entry,Source MAC,Destination MAC,L2 Type,IP Version,IHL,TOS,Length,Identifier,Flags,Fragment,TTL,Protocol,Checksum,L3 Options,Source IP,Destination IP,Transport,Source Port,Destination Port,Sequence,Acknowledgement,Offset,Reserved,Flags,Window,Transport Checksum,Urgent Pointer,L4 Options,
9130,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,22344,RA,0,127,6,36182,[],10.10.1.20,10.10.2.10,TCP,389,59280,3030993624,2664417152,5,0,RA,0,Not Applicable,18871,0,[]
9131,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,52,33072,S,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59286,389,2645072925,0,8,0,S,64240,Not Applicable,5976,0,"[('MSS', 1460), ('NOP', None), ('WScale', 8), ('NOP', None), ('NOP', None), ('SAckOK', b'')]"
9132,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,52,22345,SA,0,127,6,36169,[],10.10.1.20,10.10.2.10,TCP,389,59286,3206653292,2645072926,8,0,SA,65535,Not Applicable,53341,0,"[('MSS', 1460), ('NOP', None), ('WScale', 8), ('NOP', None), ('NOP', None), ('SAckOK', b'')]"
9133,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,33073,A,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59286,389,2645072926,3206653293,5,0,A,1026,Not Applicable,5964,0,[]
9134,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,0,33074,PA,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59286,389,2645072926,3206653293,5,0,PA,1026,Not Applicable,5944,0,[]
9135,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,22346,A,0,127,6,36180,[],10.10.1.20,10.10.2.10,TCP,389,59286,3206653293,2645074797,5,0,A,8212,Not Applicable,59853,0,[]
9136,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,252,22347,PA,0,127,6,35967,[],10.10.1.20,10.10.2.10,TCP,389,59286,3206653293,2645074797,5,0,PA,8212,Not Applicable,55381,0,[]
9137,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,194,33076,PA,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59286,389,2645074797,3206653505,5,0,PA,1025,Not Applicable,6118,0,[]
9138,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,22348,A,0,127,6,36178,[],10.10.1.20,10.10.2.10,TCP,389,59286,3206653505,2645074951,5,0,A,8211,Not Applicable,59488,0,[]
9139,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,74,35565,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658743250,3797762870,5,0,PA,8195,Not Applicable,6018,0,[]
9140,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,0,35566,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658743284,3797762870,5,0,PA,8195,Not Applicable,5964,0,[]
9141,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18444,A,0,63,6,56446,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658743284,5,0,A,10033,Not Applicable,31057,0,[]
9142,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18445,A,0,63,6,56445,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658744744,5,0,A,10031,Not Applicable,29599,0,[]
9143,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18446,A,0,63,6,56444,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658745161,5,0,A,10028,Not Applicable,29185,0,[]
9144,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,162,35568,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658745161,3797762870,5,0,PA,8195,Not Applicable,6106,0,[]
9145,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18447,A,0,63,6,56443,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658745283,5,0,A,10033,Not Applicable,29058,0,[]
9146,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18447,A,0,63,6,56443,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658745283,5,0,A,10033,Not Applicable,29058,0,[]
9147,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,56,35569,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658745283,3797762870,5,0,PA,8195,Not Applicable,6000,0,[]
9148,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18448,A,0,63,6,56442,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658745299,5,0,A,10033,Not Applicable,29042,0,[]
9149,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,158,35570,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658745299,3797762870,5,0,PA,8195,Not Applicable,6102,0,[]
9150,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18449,A,0,63,6,56441,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658745417,5,0,A,10033,Not Applicable,28924,0,[]
9151,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2054,4,5,0,40,18449,A,0,63,6,56441,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658745417,5,0,A,10033,Not Applicable,28924,0,[]
9152,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2054,4,5,0,40,18449,A,0,63,6,56441,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658745417,5,0,A,10033,Not Applicable,28924,0,[]
9153,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2054,4,5,0,40,18449,A,0,63,6,56441,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658745417,5,0,A,10033,Not Applicable,28924,0,[]
9154,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,75,35571,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658745417,3797762870,5,0,PA,8195,Not Applicable,6019,0,[]
9155,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,0,35572,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658745452,3797762870,5,0,PA,8195,Not Applicable,5964,0,[]
9156,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18450,A,0,63,6,56440,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658745452,5,0,A,10033,Not Applicable,28889,0,[]
9157,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18451,A,0,63,6,56439,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658746912,5,0,A,10033,Not Applicable,27429,0,[]
9158,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18452,A,0,63,6,56438,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658746932,5,0,A,10033,Not Applicable,27409,0,[]
9159,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,546,35574,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658746932,3797762870,5,0,PA,8195,Not Applicable,6490,0,[]
9160,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18453,A,0,63,6,56437,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658747438,5,0,A,10033,Not Applicable,26903,0,[]
9161,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18453,A,0,63,6,56437,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658747438,5,0,A,10033,Not Applicable,26903,0,[]
9162,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18453,A,0,63,6,56437,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658747438,5,0,A,10033,Not Applicable,26903,0,[]
9163,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18453,A,0,63,6,56437,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658747438,5,0,A,10033,Not Applicable,26903,0,[]
9164,e0:63:da:26:7c:90,01:80:c2:00:00:0e,35020,4,5,0,40,18453,A,0,63,6,56437,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658747438,5,0,A,10033,Not Applicable,26903,0,[]
9165,e0:63:da:26:7c:90,01:80:c2:00:00:0e,35020,4,5,0,40,18453,A,0,63,6,56437,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658747438,5,0,A,10033,Not Applicable,26903,0,[]
9166,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,75,35575,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658747438,3797762870,5,0,PA,8195,Not Applicable,6019,0,[]
9167,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,0,35576,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658747473,3797762870,5,0,PA,8195,Not Applicable,5964,0,[]
9168,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18454,A,0,63,6,56436,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658747473,5,0,A,10033,Not Applicable,26868,0,[]
9169,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18455,A,0,63,6,56435,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658748933,5,0,A,10031,Not Applicable,25410,0,[]
9170,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18456,A,0,63,6,56434,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658750393,5,0,A,10024,Not Applicable,23957,0,[]
9171,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18457,A,0,63,6,56433,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658751853,5,0,A,10033,Not Applicable,22488,0,[]
9172,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18458,A,0,63,6,56432,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658753313,5,0,A,10033,Not Applicable,21028,0,[]
9173,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18459,A,0,63,6,56431,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658754773,5,0,A,10033,Not Applicable,19568,0,[]
9174,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18460,A,0,63,6,56430,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658756233,5,0,A,10033,Not Applicable,18108,0,[]
9175,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18461,A,0,63,6,56429,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658757693,5,0,A,10033,Not Applicable,16648,0,[]
9176,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18462,A,0,63,6,56428,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658759153,5,0,A,10033,Not Applicable,15188,0,[]
9177,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18463,A,0,63,6,56427,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658760613,5,0,A,10033,Not Applicable,13728,0,[]
9178,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,174,35587,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658763348,3797762870,5,0,PA,8195,Not Applicable,6118,0,[]
9179,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18464,A,0,63,6,56426,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658762073,5,0,A,10026,Not Applicable,12275,0,[]
9180,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18465,A,0,63,6,56425,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658763348,5,0,A,10033,Not Applicable,10993,0,[]
9181,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18466,A,0,63,6,56424,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658763482,5,0,A,10033,Not Applicable,10859,0,[]
9182,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18466,A,0,63,6,56424,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658763482,5,0,A,10033,Not Applicable,10859,0,[]
9183,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,75,35588,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658763482,3797762870,5,0,PA,8195,Not Applicable,6019,0,[]
9184,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,1500,35589,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658763517,3797762870,5,0,PA,8195,Not Applicable,7444,0,[]
9185,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18467,A,0,63,6,56423,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658763517,5,0,A,10033,Not Applicable,10824,0,[]
9186,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,566,35590,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658764977,3797762870,5,0,PA,8195,Not Applicable,6510,0,[]
9187,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18468,A,0,63,6,56422,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658764977,5,0,A,10033,Not Applicable,9364,0,[]
9188,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18469,A,0,63,6,56421,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658765503,5,0,A,10033,Not Applicable,8838,0,[]
9189,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,56,35591,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658765503,3797762870,5,0,PA,8195,Not Applicable,6000,0,[]
9190,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18470,A,0,63,6,56420,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658765519,5,0,A,10033,Not Applicable,8822,0,[]
9191,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,158,35592,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658765519,3797762870,5,0,PA,8195,Not Applicable,6102,0,[]
9192,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18471,A,0,63,6,56419,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658765637,5,0,A,10033,Not Applicable,8704,0,[]
9193,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18471,A,0,63,6,56419,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658765637,5,0,A,10033,Not Applicable,8704,0,[]
9194,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18471,A,0,63,6,56419,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658765637,5,0,A,10033,Not Applicable,8704,0,[]
9195,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,592,57561,PA,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332672877,171153391,5,0,PA,1022,Not Applicable,48615,0,[]
9196,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,389,13658,PA,0,235,6,40307,[],52.44.123.101,10.10.2.10,TCP,443,57855,171153391,332673429,5,0,PA,1291,Not Applicable,1339,0,[]
9197,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,57562,A,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332673429,171153740,5,0,A,1021,Not Applicable,48063,0,[]
9198,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,57562,A,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332673429,171153740,5,0,A,1021,Not Applicable,48063,0,[]
9199,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,71,47167,Not Applicable,0,128,17,0,[],10.10.2.10,10.10.1.2,TCP,50490,53,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,51,5988,Not Applicable,Not Applicable
9200,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,147,36666,Not Applicable,0,127,17,38144,[],10.10.1.2,10.10.2.10,TCP,53,50490,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,127,55323,Not Applicable,Not Applicable
9201,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,79,46885,PA,0,128,6,0,[],10.10.2.10,104.16.249.249,TCP,59108,443,3538934165,1721732020,5,0,PA,1023,Not Applicable,28255,0,[]
9202,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,79,63057,PA,0,55,6,57145,[],104.16.249.249,10.10.2.10,TCP,443,59108,1721732020,3538934204,5,0,PA,75,Not Applicable,39805,0,[]
9203,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,46886,A,0,128,6,0,[],10.10.2.10,104.16.249.249,TCP,59108,443,3538934204,1721732059,5,0,A,1023,Not Applicable,28216,0,[]
9204,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,46886,A,0,128,6,0,[],10.10.2.10,104.16.249.249,TCP,59108,443,3538934204,1721732059,5,0,A,1023,Not Applicable,28216,0,[]
9205,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,46886,A,0,128,6,0,[],10.10.2.10,104.16.249.249,TCP,59108,443,3538934204,1721732059,5,0,A,1023,Not Applicable,28216,0,[]
9206,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,75,35593,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658765637,3797762870,5,0,PA,8195,Not Applicable,6019,0,[]
9207,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,0,35594,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658765672,3797762870,5,0,PA,8195,Not Applicable,5964,0,[]
9208,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18472,A,0,63,6,56418,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658765672,5,0,A,10033,Not Applicable,8669,0,[]
9209,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18473,A,0,63,6,56417,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658767132,5,0,A,10033,Not Applicable,7209,0,[]
9210,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18474,A,0,63,6,56416,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658767154,5,0,A,10033,Not Applicable,7187,0,[]
9211,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,542,35596,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658767154,3797762870,5,0,PA,8195,Not Applicable,6486,0,[]
9212,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18475,A,0,63,6,56415,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658767656,5,0,A,10033,Not Applicable,6685,0,[]
9213,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18475,A,0,63,6,56415,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658767656,5,0,A,10033,Not Applicable,6685,0,[]
9214,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18475,A,0,63,6,56415,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658767656,5,0,A,10033,Not Applicable,6685,0,[]
9215,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,188,35597,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658767656,3797762870,5,0,PA,8195,Not Applicable,6132,0,[]
9216,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18476,A,0,63,6,56414,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658767804,5,0,A,10033,Not Applicable,6537,0,[]
9217,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,215,35598,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658767804,3797762870,5,0,PA,8195,Not Applicable,6159,0,[]
9218,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18477,A,0,63,6,56413,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658767979,5,0,A,10033,Not Applicable,6362,0,[]
9219,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,43,35599,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658767979,3797762870,5,0,PA,8195,Not Applicable,5987,0,[]
9220,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18478,A,0,63,6,56412,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658767982,5,0,A,10033,Not Applicable,6359,0,[]
9221,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,574,35600,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658767982,3797762870,5,0,PA,8195,Not Applicable,6518,0,[]
9222,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18479,A,0,63,6,56411,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658768516,5,0,A,10033,Not Applicable,5825,0,[]
9223,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18479,A,0,63,6,56411,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658768516,5,0,A,10033,Not Applicable,5825,0,[]
9224,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,56,35601,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658768516,3797762870,5,0,PA,8195,Not Applicable,6000,0,[]
9225,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18480,A,0,63,6,56410,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658768532,5,0,A,10033,Not Applicable,5809,0,[]
9226,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,158,35602,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658768532,3797762870,5,0,PA,8195,Not Applicable,6102,0,[]
9227,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18481,A,0,63,6,56409,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658768650,5,0,A,10033,Not Applicable,5691,0,[]
9228,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18481,A,0,63,6,56409,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658768650,5,0,A,10033,Not Applicable,5691,0,[]
9229,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2054,4,5,0,40,18481,A,0,63,6,56409,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658768650,5,0,A,10033,Not Applicable,5691,0,[]
9230,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2054,4,5,0,40,18481,A,0,63,6,56409,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658768650,5,0,A,10033,Not Applicable,5691,0,[]
9231,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2054,4,5,0,40,18481,A,0,63,6,56409,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658768650,5,0,A,10033,Not Applicable,5691,0,[]
9232,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,75,35603,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658768650,3797762870,5,0,PA,8195,Not Applicable,6019,0,[]
9233,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,0,35604,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658768685,3797762870,5,0,PA,8195,Not Applicable,5964,0,[]
9234,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18482,A,0,63,6,56408,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658768685,5,0,A,10033,Not Applicable,5656,0,[]
9235,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18483,A,0,63,6,56407,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658770145,5,0,A,10033,Not Applicable,4196,0,[]
9236,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,546,35606,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658770163,3797762870,5,0,PA,8195,Not Applicable,6490,0,[]
9237,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18484,A,0,63,6,56406,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658770163,5,0,A,10033,Not Applicable,4178,0,[]
9238,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18485,A,0,63,6,56405,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658770669,5,0,A,10033,Not Applicable,3672,0,[]
9239,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18485,A,0,63,6,56405,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658770669,5,0,A,10033,Not Applicable,3672,0,[]
9240,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,84,54266,PA,0,128,6,0,[],10.10.2.10,52.242.211.89,TCP,53778,443,2120235909,3031879171,5,0,PA,1029,Not Applicable,5286,0,[]
9241,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,215,37218,PA,0,109,6,26463,[],52.242.211.89,10.10.2.10,TCP,443,53778,3031879171,2120235953,5,0,PA,6740,Not Applicable,5927,0,[]
9242,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,54267,A,0,128,6,0,[],10.10.2.10,52.242.211.89,TCP,53778,443,2120235953,3031879346,5,0,A,1028,Not Applicable,5242,0,[]
9243,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,54267,A,0,128,6,0,[],10.10.2.10,52.242.211.89,TCP,53778,443,2120235953,3031879346,5,0,A,1028,Not Applicable,5242,0,[]
